age,annual_income,credit_score,loan_amount,loan_term_months,interest_rate,debt_to_income,employment_length_years,num_open_accounts,num_late_payments_2yrs,home_ownership,purpose,default
39,25300.0,681.0,14100.0,60,4.16,27.3,1.9,7,0,MORTGAGE,small_business,0
67,77200.0,750.0,34200.0,60,6.49,27.6,4.9,4,1,RENT,debt_consolidation,0
65,54800.0,686.0,5900.0,36,8.56,43.6,0.1,7,0,MORTGAGE,small_business,0
48,153400.0,666.0,13400.0,12,10.55,12.0,0.3,6,2,RENT,debt_consolidation,0
65,95100.0,633.0,11800.0,24,8.56,31.7,7.2,9,0,MORTGAGE,home_improvement,0
51,38400.0,723.0,4400.0,12,7.69,9.6,1.8,2,1,RENT,debt_consolidation,0
56,73800.0,744.0,22900.0,36,8.08,45.2,1.6,7,2,OWN,credit_card,0
51,45100.0,544.0,18300.0,36,9.73,18.8,2.9,7,3,rent,other,0
45,36300.0,674.0,14400.0,60,10.19,13.7,3.1,2,0,RENT,medical,0
69,34200.0,605.0,16700.0,36,10.48,29.8,19.2,8,0,RENT,debt_consolidation,0
39,48000.0,542.0,23000.0,36,11.59,31.1,,6,2,RENT,credit_card,0
45,26800.0,735.0,23900.0,48,7.17,22.2,0.7,6,1,RENT,debt_consolidation,0
23,68400.0,592.0,10400.0,36,9.69,19.8,0.5,4,1,Mortgage,debt_consolidation,0
50,15500.0,640.0,4400.0,60,9.14,42.3,1.1,11,0,MORTGAGE,debt_consolidation,1
37,72700.0,803.0,34700.0,24,4.64,31.1,6.8,4,0,OWN,small_business,0
22,77100.0,722.0,26100.0,60,10.72,31.1,1.7,7,0,RENT,credit_card,0
62,26100.0,563.0,8600.0,36,14.09,23.5,,8,1,RENT,small_business,0
32,72400.0,598.0,4700.0,36,9.5,31.9,0.7,2,3,RENT,credit_card,0
29,66400.0,623.0,4300.0,36,12.58,25.2,8.5,3,2,MORTGAGE,debt_consolidation,0
60,35800.0,756.0,17800.0,36,8.81,40.9,1.7,7,1,rent,debt_consolidation,1
42,51300.0,687.0,11500.0,36,8.88,11.7,8.1,8,0,MORTGAGE,small_business,1
48,89600.0,639.0,4500.0,36,10.93,20.0,3.4,8,1,RENT,home_improvement,1
27,101700.0,604.0,7500.0,36,12.13,38.2,3.8,6,1,RENT,debt_consolidation,0
45,51000.0,688.0,33400.0,36,7.77,56.6,9.3,7,1,rent,medical,0
69,79400.0,589.0,7800.0,36,12.33,58.6,3.7,3,2,MORTGAGE,credit_card,1
35,62100.0,780.0,13100.0,36,10.15,36.2,15.9,3,0,MORTGAGE,debt_consolidation,0
36,66000.0,721.0,10400.0,84,9.08,17.6,8.4,3,1,OWN,debt_consolidation,0
37,38100.0,624.0,10600.0,24,10.07,38.9,0.6,2,1,RENT,credit_card,0
36,25500.0,678.0,9300.0,36,10.9,35.1,1.8,4,0,rent,home_improvement,0
26,50000.0,549.0,9700.0,36,10.45,24.5,1.2,15,1,RENT,major_purchase,0
33,34200.0,590.0,17200.0,60,11.55,16.4,1.7,9,1,OWN,debt_consolidation,1
33,40200.0,685.0,27300.0,24,10.24,7.7,1.2,9,0,RENT,debt_consolidation,0
25,37900.0,686.0,16200.0,36,11.11,20.2,0.3,6,1,RENT,other,0
46,51600.0,658.0,21100.0,36,13.55,12.7,8.0,8,1,MORTGAGE,major_purchase,0
59,79600.0,566.0,9900.0,36,12.39,2.0,5.0,5,2,RENT,other,0
49,24300.0,661.0,10500.0,60,7.17,21.1,,4,0,RENT,credit_card,0
51,37700.0,696.0,8700.0,60,11.01,28.9,3.7,11,0,MORTGAGE,credit_card,0
22,74900.0,675.0,11500.0,60,9.33,31.7,3.9,7,1,RENT,home_improvement,0
39,45100.0,693.0,7900.0,36,9.48,20.2,2.8,4,0,RENT,debt_consolidation,0
66,40900.0,801.0,10300.0,48,7.52,20.1,0.6,4,0,RENT,home_improvement,0
60,46900.0,742.0,7000.0,36,8.32,25.8,13.0,8,0,RENT,credit_card,0
51,41800.0,682.0,15200.0,48,12.37,41.2,1.7,5,0,RENT,debt_consolidation,0
24,23600.0,672.0,4000.0,36,13.63,24.5,2.0,6,0,RENT,debt_consolidation,0
46,34200.0,632.0,10700.0,24,9.33,27.0,1.6,6,0,RENT,debt_consolidation,0
29,102000.0,659.0,31300.0,48,11.71,21.6,3.5,6,0,RENT,other,0
57,46900.0,698.0,5500.0,24,8.71,38.7,2.2,6,0,MORTGAGE,major_purchase,0
68,60600.0,710.0,24200.0,24,10.02,29.5,0.7,3,0,OWN,debt_consolidation,0
37,39300.0,598.0,1900.0,36,11.34,31.8,5.4,4,1,RENT,debt_consolidation,1
32,42100.0,606.0,13400.0,84,12.63,26.8,1.5,5,2,rent,small_business,0
63,42200.0,618.0,21700.0,36,11.4,37.1,3.1,4,0,rent,credit_card,1
62,48100.0,545.0,10800.0,36,13.9,6.6,2.1,4,0,RENT,major_purchase,0
25,40800.0,730.0,18500.0,24,11.03,60.9,2.1,6,0,MORTGAGE,debt_consolidation,0
49,93800.0,850.0,11300.0,48,3.5,25.6,7.7,3,0,RENT,credit_card,0
27,55000.0,603.0,35300.0,48,12.96,25.7,3.1,10,2,rent,major_purchase,0
68,35700.0,726.0,11700.0,36,5.74,63.4,,5,0,RENT,credit_card,1
37,147200.0,672.0,12800.0,36,11.27,7.1,0.2,5,1,MORTGAGE,other,0
21,52200.0,552.0,21700.0,48,10.92,26.3,8.6,7,1,RENT,debt_consolidation,0
69,65100.0,583.0,60300.0,48,12.95,25.1,7.0,4,0,OWN,debt_consolidation,0
44,51000.0,531.0,27300.0,12,12.92,11.4,2.7,5,1,OWN,other,0
26,29300.0,596.0,6700.0,36,13.15,29.7,3.5,2,1,RENT,credit_card,1
37,41300.0,639.0,23400.0,48,9.42,44.3,1.9,5,1,MORTGAGE,debt_consolidation,0
37,,717.0,13100.0,36,12.13,36.6,0.7,9,0,rent,debt_consolidation,0
61,54500.0,628.0,18700.0,36,9.45,36.9,11.3,6,1,MORTGAGE,major_purchase,0
30,73100.0,717.0,9700.0,36,10.69,16.4,0.8,2,1,RENT,credit_card,0
54,38300.0,678.0,14800.0,48,9.86,29.2,2.3,5,0,RENT,debt_consolidation,1
38,101000.0,560.0,22100.0,36,14.22,,1.3,11,0,MORTGAGE,medical,0
63,,850.0,19600.0,60,4.06,19.0,9.1,5,1,rent,medical,0
47,28400.0,772.0,13000.0,36,4.52,5.9,1.6,1,0,MORTGAGE,home_improvement,0
56,56500.0,621.0,36400.0,12,10.25,20.5,4.3,4,1,OWN,home_improvement,0
65,42200.0,668.0,10300.0,84,10.45,27.8,7.4,3,0,MORTGAGE,small_business,0
39,53700.0,659.0,8000.0,36,7.49,22.3,5.5,3,0,OWN,credit_card,0
27,91300.0,549.0,18700.0,84,16.53,44.9,1.3,4,1,MORTGAGE,debt_consolidation,1
32,118500.0,586.0,8200.0,36,12.38,29.7,0.0,8,1,RENT,credit_card,0
55,101100.0,577.0,16300.0,36,12.62,30.6,3.2,3,1,MORTGAGE,credit_card,0
63,29000.0,846.0,14400.0,60,7.22,31.1,5.2,3,0,Mortgage,credit_card,0
31,26700.0,644.0,5000.0,12,11.04,25.6,1.1,5,1,RENT,other,0
32,42200.0,656.0,13300.0,36,9.75,12.1,2.9,8,1,RENT,medical,0
51,22100.0,647.0,24900.0,36,13.34,46.0,0.3,7,0,rent,medical,0
63,26200.0,579.0,16500.0,36,12.63,21.4,0.7,5,1,RENT,debt_consolidation,0
28,30600.0,603.0,9600.0,60,12.56,31.5,18.7,7,1,MORTGAGE,other,0
56,98900.0,639.0,14800.0,36,13.78,11.7,2.7,4,0,MORTGAGE,debt_consolidation,0
58,46500.0,636.0,8600.0,60,6.52,49.0,8.4,5,0,RENT,credit_card,0
65,,711.0,31300.0,36,6.48,30.5,3.1,6,0,RENT,medical,0
39,48100.0,626.0,24200.0,48,9.82,35.9,0.7,8,0,RENT,debt_consolidation,0
58,29600.0,660.0,5100.0,36,13.36,22.0,1.6,7,0,MORTGAGE,home_improvement,0
34,62900.0,645.0,23000.0,48,11.09,29.6,1.4,6,0,rent,credit_card,0
59,42200.0,675.0,25100.0,36,7.87,26.9,0.1,1,1,RENT,major_purchase,0
58,71100.0,710.0,11100.0,36,13.09,19.3,1.1,7,2,MORTGAGE,medical,0
28,92500.0,692.0,13900.0,24,4.67,24.3,,5,1,RENT,debt_consolidation,0
58,105800.0,700.0,8200.0,36,9.68,26.4,2.5,4,0,RENT,debt_consolidation,0
43,55000.0,636.0,15600.0,36,11.73,29.2,0.5,6,0,rent,credit_card,0
66,54400.0,576.0,14200.0,36,8.71,20.5,4.8,7,3,MORTGAGE,debt_consolidation,0
30,,725.0,33500.0,36,10.87,26.4,4.0,9,0,RENT,credit_card,0
29,27400.0,660.0,5900.0,60,9.48,30.9,3.0,4,0,RENT,small_business,0
34,35100.0,705.0,10500.0,36,8.62,31.8,4.4,5,0,RENT,debt_consolidation,0
47,50600.0,805.0,12300.0,12,6.14,18.6,3.2,7,2,MORTGAGE,major_purchase,0
46,43000.0,779.0,16400.0,60,6.68,25.3,6.1,10,0,RENT,small_business,0
49,63300.0,752.0,13900.0,36,11.52,25.8,0.8,4,0,Mortgage,credit_card,0
38,26500.0,561.0,10700.0,36,12.5,30.1,5.8,8,2,OWN,debt_consolidation,1
63,82700.0,591.0,21400.0,36,11.69,24.4,1.2,5,2,RENT,small_business,1
38,145800.0,608.0,21600.0,24,8.47,26.6,6.1,6,1,RENT,home_improvement,0
35,44100.0,683.0,37500.0,24,7.47,23.8,5.0,7,1,OWN,credit_card,0
33,26700.0,624.0,11200.0,84,10.07,29.9,4.9,8,5,RENT,home_improvement,1
62,64100.0,644.0,13100.0,36,9.56,41.9,0.5,10,0,MORTGAGE,debt_consolidation,0
56,20500.0,707.0,10200.0,36,8.84,41.8,4.0,7,0,OWN,debt_consolidation,1
42,69100.0,644.0,37800.0,60,7.86,6.7,1.1,5,0,RENT,small_business,0
28,63200.0,644.0,8700.0,48,13.3,15.8,2.8,9,1,MORTGAGE,major_purchase,0
28,63200.0,570.0,27000.0,36,9.61,24.9,2.8,5,0,Mortgage,credit_card,1
67,90200.0,690.0,18400.0,12,9.9,22.9,1.2,5,1,Mortgage,home_improvement,0
28,105800.0,626.0,21000.0,48,7.47,18.7,2.7,6,0,OWN,debt_consolidation,0
40,34000.0,597.0,35900.0,48,9.33,33.6,0.5,7,0,OWN,major_purchase,0
34,25400.0,740.0,9500.0,36,7.96,37.6,2.5,13,1,MORTGAGE,home_improvement,0
34,39300.0,622.0,15000.0,24,11.94,24.2,2.2,7,0,RENT,debt_consolidation,0
33,39700.0,451.0,18800.0,36,13.97,44.5,8.0,8,3,RENT,medical,1
54,36900.0,783.0,30500.0,84,9.3,24.9,21.2,2,1,rent,debt_consolidation,0
62,53500.0,736.0,6400.0,60,10.36,61.0,1.2,6,3,OWN,debt_consolidation,0
30,31900.0,842.0,9200.0,36,7.36,38.4,3.5,2,0,RENT,other,0
66,31600.0,716.0,18200.0,24,8.46,39.8,0.2,7,1,MORTGAGE,credit_card,0
41,57600.0,720.0,3900.0,36,9.62,27.4,13.4,4,0,RENT,debt_consolidation,0
27,26600.0,659.0,6500.0,12,10.01,16.3,1.2,7,3,RENT,medical,1
39,45400.0,653.0,20700.0,60,9.51,,5.6,4,0,rent,debt_consolidation,0
41,68600.0,715.0,27200.0,48,8.02,25.6,8.2,6,1,OWN,debt_consolidation,0
57,52700.0,750.0,11700.0,24,8.25,42.7,7.4,10,0,MORTGAGE,debt_consolidation,0
38,95700.0,749.0,7200.0,60,8.24,31.1,3.5,6,1,RENT,credit_card,0
35,58800.0,607.0,6500.0,48,8.92,38.6,15.7,8,2,RENT,debt_consolidation,0
61,109000.0,765.0,57400.0,48,6.82,1.5,0.1,4,0,MORTGAGE,debt_consolidation,0
58,35000.0,729.0,7000.0,24,10.07,29.8,11.8,7,1,rent,home_improvement,0
46,67300.0,666.0,11600.0,60,8.41,10.4,0.7,5,2,OWN,debt_consolidation,0
40,24000.0,594.0,15800.0,36,13.68,67.9,3.5,6,3,RENT,major_purchase,1
67,23400.0,664.0,51300.0,48,11.05,46.0,2.4,7,1,rent,credit_card,1
31,44600.0,685.0,28400.0,24,14.0,28.3,0.5,3,1,RENT,medical,0
30,43500.0,749.0,18500.0,36,8.6,30.9,4.6,7,1,MORTGAGE,home_improvement,0
46,57900.0,736.0,12500.0,36,11.09,35.3,1.7,5,0,MORTGAGE,debt_consolidation,0
63,40300.0,606.0,13900.0,48,14.56,25.2,11.2,8,0,Mortgage,credit_card,0
56,25000.0,654.0,25300.0,60,12.12,34.3,2.0,11,1,MORTGAGE,credit_card,0
43,24300.0,470.0,9100.0,36,12.02,40.7,9.7,4,1,RENT,major_purchase,1
22,58100.0,583.0,27500.0,36,13.63,45.0,4.6,4,0,MORTGAGE,credit_card,1
63,40100.0,633.0,11000.0,48,13.1,25.6,3.0,4,2,OWN,medical,0
52,41500.0,570.0,12200.0,24,12.89,42.4,9.8,6,2,MORTGAGE,credit_card,0
50,32100.0,578.0,21900.0,36,9.9,14.8,6.6,7,1,MORTGAGE,debt_consolidation,1
29,47000.0,678.0,30700.0,36,12.17,19.7,1.0,3,0,RENT,small_business,0
45,45800.0,420.0,25600.0,36,19.05,1.1,6.7,5,1,rent,major_purchase,0
38,60800.0,772.0,8700.0,60,9.55,8.3,5.0,10,0,RENT,major_purchase,0
51,27700.0,790.0,27400.0,36,8.5,42.7,31.9,3,0,OWN,credit_card,0
24,69400.0,480.0,4500.0,12,16.04,38.0,,4,0,Mortgage,credit_card,1
46,59400.0,632.0,38200.0,48,12.75,36.7,5.3,5,0,MORTGAGE,major_purchase,0
66,107400.0,565.0,10300.0,36,13.92,12.0,0.2,9,2,MORTGAGE,home_improvement,1
36,30100.0,693.0,12700.0,48,7.59,55.9,2.2,6,0,MORTGAGE,home_improvement,1
50,65100.0,689.0,22900.0,84,10.01,35.1,9.4,8,0,MORTGAGE,small_business,0
67,64200.0,578.0,8500.0,36,10.89,24.9,5.9,8,1,rent,small_business,0
56,82600.0,802.0,17500.0,24,5.91,20.1,8.4,4,0,MORTGAGE,credit_card,0
29,71100.0,726.0,8400.0,36,8.82,35.0,10.0,0,2,MORTGAGE,major_purchase,0
63,29200.0,523.0,12700.0,60,16.39,31.8,5.6,3,1,MORTGAGE,debt_consolidation,0
23,16500.0,760.0,21200.0,36,7.46,28.0,2.2,9,1,rent,credit_card,0
43,74700.0,536.0,12900.0,36,12.33,32.3,10.0,6,1,MORTGAGE,major_purchase,1
43,52400.0,642.0,15500.0,60,9.6,21.9,0.8,5,0,RENT,other,0
35,20700.0,636.0,21100.0,60,11.13,4.7,3.5,5,0,MORTGAGE,credit_card,0
31,123000.0,635.0,27000.0,60,10.07,28.4,1.9,3,1,OWN,other,0
22,,721.0,13300.0,60,7.99,37.4,13.4,4,0,MORTGAGE,medical,0
49,73100.0,652.0,12700.0,36,7.89,17.1,0.7,5,1,MORTGAGE,debt_consolidation,0
21,96100.0,663.0,13600.0,48,12.38,35.1,5.5,8,1,OWN,other,0
25,80600.0,711.0,14000.0,84,8.41,47.8,4.6,4,0,RENT,home_improvement,0
69,36000.0,681.0,18300.0,60,9.47,45.2,13.3,9,1,RENT,small_business,0
45,73400.0,734.0,13900.0,24,10.66,33.9,6.0,12,2,RENT,debt_consolidation,0
48,74100.0,642.0,21700.0,60,10.22,34.6,9.1,5,1,MORTGAGE,credit_card,0
37,48100.0,558.0,11300.0,36,12.17,41.8,0.5,5,0,rent,other,0
46,82300.0,757.0,29200.0,48,8.06,38.4,5.8,8,4,MORTGAGE,debt_consolidation,0
46,29400.0,,16400.0,36,10.56,21.7,0.5,4,0,RENT,credit_card,0
58,55800.0,739.0,14300.0,48,8.19,16.6,4.3,9,0,OWN,debt_consolidation,0
27,,675.0,10600.0,36,8.95,33.5,3.0,5,1,rent,home_improvement,0
54,66600.0,658.0,31000.0,12,10.94,33.9,0.4,6,0,MORTGAGE,credit_card,0
50,72000.0,715.0,24400.0,48,9.39,30.2,0.6,8,0,Mortgage,debt_consolidation,0
40,31600.0,578.0,12000.0,24,12.7,39.5,0.7,5,0,RENT,home_improvement,1
48,96700.0,674.0,13200.0,48,12.2,30.8,18.7,3,0,Mortgage,major_purchase,0
57,30900.0,630.0,5000.0,24,10.93,38.5,10.0,6,1,RENT,other,0
47,37200.0,677.0,18800.0,36,11.32,29.8,5.9,6,0,MORTGAGE,other,1
31,35800.0,624.0,22100.0,24,10.45,11.0,7.8,5,1,RENT,other,0
66,26300.0,565.0,17100.0,60,10.78,20.9,1.4,4,0,OWN,debt_consolidation,0
59,51200.0,705.0,12600.0,36,8.74,32.0,3.5,10,2,OWN,debt_consolidation,0
28,52100.0,662.0,7500.0,24,14.17,29.0,4.1,9,0,RENT,debt_consolidation,0
42,37000.0,676.0,7200.0,36,9.31,36.5,0.7,11,1,MORTGAGE,major_purchase,0
52,35000.0,666.0,9500.0,24,9.31,34.6,1.7,5,0,OWN,home_improvement,0
65,47100.0,582.0,23100.0,48,9.35,3.3,6.9,5,0,RENT,major_purchase,0
27,31200.0,651.0,10900.0,84,9.15,32.5,10.1,6,0,RENT,medical,0
47,207700.0,704.0,10300.0,48,6.98,30.4,1.6,5,1,RENT,other,0
29,18200.0,620.0,12000.0,36,11.3,45.4,6.1,7,0,MORTGAGE,major_purchase,0
69,32600.0,663.0,16000.0,36,11.17,17.8,4.6,5,0,OWN,debt_consolidation,0
69,52900.0,599.0,15000.0,48,10.46,27.7,0.0,6,2,RENT,major_purchase,0
63,41900.0,702.0,16300.0,48,7.08,,4.8,11,0,MORTGAGE,debt_consolidation,0
23,34500.0,833.0,16400.0,60,7.05,49.6,9.5,4,1,OWN,debt_consolidation,0
28,27100.0,630.0,4700.0,36,10.38,35.4,0.9,11,1,OWN,debt_consolidation,1
60,65700.0,547.0,32000.0,60,13.45,33.5,0.2,4,2,MORTGAGE,other,1
21,95000.0,599.0,7000.0,24,10.31,24.6,1.3,4,1,OWN,medical,0
58,44000.0,619.0,23000.0,36,11.4,37.8,2.8,4,0,MORTGAGE,small_business,0
61,21300.0,644.0,19600.0,24,10.38,15.6,8.5,6,0,MORTGAGE,credit_card,0
36,32500.0,593.0,7000.0,36,8.49,25.5,4.1,5,2,RENT,small_business,0
30,19300.0,642.0,23800.0,36,9.91,32.1,3.2,7,1,RENT,debt_consolidation,0
40,47900.0,742.0,16500.0,36,9.59,27.2,0.1,9,1,MORTGAGE,debt_consolidation,0
32,38800.0,698.0,10400.0,48,8.35,8.4,2.5,4,1,OWN,debt_consolidation,0
37,63300.0,680.0,6300.0,12,11.02,21.9,13.5,7,0,RENT,debt_consolidation,0
52,66700.0,824.0,9700.0,36,6.04,24.3,4.4,3,1,MORTGAGE,other,0
63,27900.0,540.0,22800.0,48,12.66,38.5,1.6,3,5,MORTGAGE,credit_card,1
35,22300.0,653.0,20200.0,12,12.53,29.9,0.7,4,0,MORTGAGE,debt_consolidation,0
63,21300.0,725.0,15800.0,12,8.25,33.2,4.4,7,0,OWN,other,0
35,18700.0,701.0,21400.0,36,10.94,24.2,11.2,2,1,rent,debt_consolidation,0
48,42200.0,654.0,10900.0,48,10.16,21.5,1.6,6,0,Mortgage,debt_consolidation,0
28,74700.0,699.0,15100.0,36,8.7,30.6,13.5,8,0,RENT,debt_consolidation,0
67,117900.0,566.0,33300.0,12,14.52,18.0,0.0,9,2,RENT,major_purchase,0
49,42300.0,637.0,16900.0,36,11.17,29.4,8.5,5,1,Mortgage,major_purchase,0
21,76400.0,850.0,9800.0,48,5.89,56.8,4.5,5,0,OWN,credit_card,0
30,41500.0,589.0,13100.0,36,14.23,9.9,4.4,2,1,RENT,home_improvement,1
40,18300.0,525.0,4100.0,60,10.95,31.9,2.0,7,3,RENT,medical,0
36,35500.0,657.0,29100.0,48,11.26,27.0,4.0,11,0,MORTGAGE,debt_consolidation,0
56,43800.0,674.0,23900.0,48,6.42,31.7,9.3,7,1,MORTGAGE,debt_consolidation,0
53,38300.0,603.0,11800.0,24,10.82,16.6,0.6,7,0,rent,credit_card,0
57,24700.0,641.0,52000.0,12,9.7,21.1,2.8,4,1,rent,medical,1
41,48400.0,571.0,13500.0,36,15.89,37.9,1.7,7,0,OWN,debt_consolidation,1
64,36600.0,616.0,19500.0,60,13.45,29.4,3.4,10,0,RENT,debt_consolidation,0
52,88900.0,603.0,25500.0,48,11.43,25.2,,6,0,MORTGAGE,other,0
53,87100.0,590.0,37800.0,48,12.62,25.9,2.0,5,0,Mortgage,credit_card,1
26,60800.0,769.0,12800.0,84,4.7,38.8,0.9,1,0,OWN,debt_consolidation,0
57,43000.0,555.0,30700.0,12,15.08,25.4,0.6,2,5,MORTGAGE,debt_consolidation,1
48,51900.0,756.0,12900.0,48,8.12,54.0,5.7,9,1,OWN,home_improvement,0
62,35200.0,573.0,16800.0,24,15.61,37.6,4.1,6,0,MORTGAGE,debt_consolidation,1
26,52100.0,661.0,23100.0,84,10.29,19.0,3.0,7,1,MORTGAGE,home_improvement,0
47,34200.0,664.0,9600.0,24,10.6,55.7,7.1,6,0,RENT,credit_card,1
37,77200.0,820.0,10600.0,84,8.39,30.8,5.4,6,1,OWN,debt_consolidation,0
64,50800.0,644.0,51900.0,36,9.66,23.5,1.1,4,1,rent,other,0
66,42400.0,646.0,8900.0,36,11.15,33.6,5.0,10,1,RENT,credit_card,0
66,45600.0,614.0,8000.0,24,9.83,12.9,3.7,7,2,RENT,debt_consolidation,0
57,37100.0,738.0,9500.0,36,9.86,36.5,0.8,7,2,RENT,debt_consolidation,0
66,61000.0,576.0,15200.0,60,11.02,27.7,2.6,6,2,rent,debt_consolidation,0
69,77500.0,700.0,13600.0,36,8.48,19.3,1.3,2,2,RENT,debt_consolidation,1
50,20400.0,645.0,7500.0,12,10.65,44.1,0.1,5,0,OWN,other,0
25,55300.0,679.0,21800.0,36,7.32,20.5,35.0,7,2,rent,other,0
46,16400.0,640.0,25100.0,36,11.66,39.5,6.1,9,0,RENT,debt_consolidation,0
31,42100.0,715.0,14600.0,24,9.79,28.7,0.3,8,1,MORTGAGE,debt_consolidation,0
21,47500.0,537.0,10400.0,60,16.6,31.6,3.5,12,1,Mortgage,credit_card,1
57,26900.0,781.0,17800.0,36,6.53,21.1,7.7,9,0,RENT,debt_consolidation,0
66,114900.0,850.0,22900.0,36,4.15,33.0,8.9,4,0,MORTGAGE,other,0
43,43500.0,618.0,13900.0,24,11.16,41.6,0.6,2,1,MORTGAGE,debt_consolidation,0
49,26800.0,673.0,16000.0,36,8.22,14.8,0.8,6,1,MORTGAGE,home_improvement,1
41,43900.0,622.0,15100.0,84,10.07,44.1,1.5,6,0,OWN,credit_card,0
44,46500.0,752.0,7000.0,84,6.82,9.6,31.2,9,0,RENT,debt_consolidation,0
57,25900.0,782.0,12100.0,24,7.61,18.9,0.5,5,0,MORTGAGE,small_business,0
60,62900.0,661.0,33200.0,48,11.69,13.5,5.3,6,0,rent,credit_card,0
31,17600.0,599.0,41400.0,12,6.68,26.4,,9,1,RENT,debt_consolidation,0
25,54500.0,695.0,16500.0,84,8.46,33.0,2.1,8,2,MORTGAGE,debt_consolidation,0
63,88200.0,601.0,12200.0,36,12.67,12.5,2.0,3,2,rent,credit_card,0
68,36100.0,624.0,15200.0,84,11.21,46.2,5.1,7,1,MORTGAGE,other,1
55,64200.0,599.0,15400.0,36,10.74,29.1,0.6,4,1,MORTGAGE,debt_consolidation,0
63,69000.0,429.0,14800.0,36,14.45,41.1,1.9,5,4,RENT,home_improvement,1
34,39700.0,630.0,24300.0,36,9.91,32.6,2.0,6,2,MORTGAGE,debt_consolidation,0
38,34100.0,688.0,32000.0,48,8.63,9.8,26.9,7,0,MORTGAGE,medical,0
42,44800.0,601.0,7800.0,60,12.78,45.8,5.1,4,0,RENT,debt_consolidation,0
67,46000.0,704.0,24600.0,60,10.01,42.8,7.6,6,1,OWN,debt_consolidation,0
30,48300.0,729.0,21400.0,48,9.04,16.0,2.3,5,1,rent,credit_card,0
27,39000.0,647.0,29800.0,48,7.7,20.1,6.2,7,0,OWN,credit_card,0
37,23300.0,625.0,18100.0,12,13.29,14.5,5.0,5,0,MORTGAGE,debt_consolidation,0
27,33300.0,723.0,19000.0,24,8.45,40.9,4.2,3,2,RENT,other,0
30,49400.0,619.0,28900.0,84,10.46,15.2,7.3,3,1,RENT,medical,0
38,45600.0,683.0,6600.0,24,7.64,30.4,,5,2,OWN,debt_consolidation,0
36,64000.0,656.0,17400.0,12,11.58,0.0,1.7,7,0,RENT,small_business,0
61,38900.0,767.0,34200.0,24,10.73,,0.4,6,1,MORTGAGE,credit_card,0
45,44000.0,579.0,11000.0,36,10.6,11.9,17.1,8,0,RENT,credit_card,0
68,78700.0,651.0,30000.0,48,9.75,22.1,5.5,6,0,Mortgage,medical,0
68,42300.0,575.0,27900.0,60,13.96,33.5,7.2,3,1,MORTGAGE,medical,0
57,61800.0,671.0,20400.0,36,10.17,32.2,3.7,9,1,OWN,home_improvement,0
42,57700.0,626.0,22100.0,60,5.9,17.7,2.2,3,0,MORTGAGE,small_business,0
29,62300.0,500.0,9100.0,48,16.64,13.6,5.6,4,2,MORTGAGE,credit_card,1
34,,628.0,16900.0,36,13.02,48.4,,4,0,RENT,credit_card,0
45,35000.0,602.0,9100.0,36,11.86,65.6,1.1,10,2,OWN,debt_consolidation,1
61,75900.0,732.0,22700.0,60,4.49,26.7,6.0,7,0,OWN,credit_card,0
51,35200.0,717.0,16700.0,60,8.46,28.1,1.3,6,1,RENT,debt_consolidation,0
25,82100.0,589.0,9300.0,84,11.89,19.9,1.6,3,1,rent,major_purchase,0
52,34700.0,554.0,8600.0,12,14.08,25.8,2.9,2,2,RENT,debt_consolidation,1
38,30600.0,644.0,27200.0,48,13.3,,5.8,10,0,MORTGAGE,other,0
31,55800.0,677.0,14100.0,36,9.16,30.4,,6,1,MORTGAGE,other,0
22,96700.0,508.0,6700.0,60,14.63,15.0,6.1,8,1,OWN,debt_consolidation,1
41,36600.0,570.0,3600.0,48,11.81,1.1,12.8,6,0,RENT,home_improvement,0
42,79100.0,581.0,6100.0,60,12.46,22.9,7.5,5,1,RENT,other,0
59,29900.0,589.0,7800.0,48,9.4,34.8,9.7,5,2,MORTGAGE,home_improvement,1
31,40700.0,694.0,30700.0,36,12.64,44.9,3.3,7,0,RENT,credit_card,0
48,55900.0,614.0,28700.0,24,10.6,45.0,3.0,10,2,MORTGAGE,debt_consolidation,1
23,50000.0,652.0,9100.0,36,9.41,23.5,4.1,2,0,RENT,medical,0
24,49600.0,452.0,11400.0,60,15.05,33.8,4.6,8,1,Mortgage,credit_card,0
66,39500.0,734.0,13900.0,48,7.77,38.6,5.3,3,0,MORTGAGE,debt_consolidation,0
65,36700.0,850.0,9400.0,36,6.97,26.9,4.6,6,0,MORTGAGE,home_improvement,0
61,,567.0,9500.0,48,10.55,30.1,0.1,5,2,MORTGAGE,debt_consolidation,1
38,59400.0,646.0,46500.0,24,9.14,44.6,0.1,13,0,MORTGAGE,home_improvement,1
57,66200.0,689.0,40300.0,36,7.86,36.9,2.6,9,0,MORTGAGE,small_business,0
36,62600.0,593.0,17100.0,36,11.1,29.4,1.5,6,2,rent,small_business,0
69,38100.0,663.0,7400.0,48,10.75,39.2,0.4,5,2,RENT,debt_consolidation,1
64,69700.0,617.0,18300.0,24,10.73,31.6,6.7,4,0,RENT,home_improvement,0
28,22200.0,696.0,17000.0,48,7.27,39.7,2.9,6,1,MORTGAGE,medical,0
29,77700.0,642.0,12300.0,84,11.12,20.4,1.2,7,1,MORTGAGE,major_purchase,0
69,102000.0,592.0,11100.0,48,14.69,46.9,7.7,5,2,RENT,credit_card,0
65,47700.0,657.0,8700.0,36,9.6,34.5,3.3,3,1,OWN,other,0
